lead_id,contact_id,campaign_id,campaign_name,lead_channel,lead_status,lead_status_previous,lead_score,estimated_value_eur,close_probability,assigned_to,contact_segment,contact_city,contact_country,created_at,status_changed_at,updated_at,_load_ts,_source_system
LED-54571,CON-21275,CMP-3010,Neujahrs-Deals – Fitness & Smart Home,Google Ads,Customer,SQL,75,638.81,0.95,a.mueller@technow.de,Aktiv,Köln,DE,2026-01-11T21:03:00,2026-01-23T11:03:00,2026-01-23T11:03:00,2026-05-01T06:30:00,crm_salesforce
LED-44004,CON-21376,CMP-3010,Neujahrs-Deals – Fitness & Smart Home,Google Ads,Prospect,Prospect,35,650.88,0.06,a.mueller@technow.de,Aktiv,Frankfurt,DE,2026-02-02T08:28:00,2026-02-07T22:29:00,2026-02-07T22:29:00,2026-05-01T06:30:00,crm_salesforce
LED-34744,CON-21166,CMP-3010,Neujahrs-Deals – Fitness & Smart Home,Google Ads,Customer,Opportunity,89,241.06,1.0,a.mueller@technow.de,VIP,Winterthur,CH,2026-01-13T12:47:00,2026-02-14T15:36:00,2026-02-14T15:36:00,2026-05-01T06:30:00,crm_salesforce
LED-96765,CON-21370,CMP-3010,Neujahrs-Deals – Fitness & Smart Home,Google Ads,SQL,MQL,65,259.52,0.23,a.mueller@technow.de,Neukunde,Hamburg,DE,2026-02-02T10:56:00,2026-02-07T07:18:00,2026-02-07T07:18:00,2026-05-01T06:30:00,crm_salesforce
LED-35989,CON-20232,CMP-3010,Neujahrs-Deals – Fitness & Smart Home,Google Ads,Opportunity,SQL,57,815.63,0.44,a.mueller@technow.de,Neukunde,Berlin,DE,2026-02-13T22:29:00,2026-02-14T07:21:00,2026-02-14T07:21:00,2026-05-01T06:30:00,crm_salesforce
LED-72742,CON-21114,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,SQL,MQL,47,380.43,0.24,k.bauer@technow.de,Churned,Nürnberg,DE,2026-02-13T16:57:00,2026-02-13T18:42:00,2026-02-13T18:42:00,2026-05-01T06:30:00,crm_salesforce
LED-68163,CON-20809,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,Customer,SQL,73,164.82,0.97,k.bauer@technow.de,Neukunde,Düsseldorf,DE,2026-02-07T09:48:00,2026-02-13T18:39:00,2026-02-13T18:39:00,2026-05-01T06:30:00,crm_salesforce
LED-76899,CON-20584,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,Customer,Opportunity,82,1539.1,1.0,k.bauer@technow.de,Aktiv,Frankfurt,DE,2026-02-11T11:59:00,2026-02-14T09:18:00,2026-02-14T09:18:00,2026-05-01T06:30:00,crm_salesforce
LED-77325,CON-21313,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,MQL,Prospect,33,688.0,0.13,k.bauer@technow.de,Aktiv,Zürich,CH,2026-02-05T14:33:00,2026-02-11T16:36:00,2026-02-11T16:36:00,2026-05-01T06:30:00,crm_salesforce
LED-92219,CON-21376,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,MQL,Prospect,48,668.39,0.12,k.bauer@technow.de,Aktiv,Frankfurt,DE,2026-02-12T15:22:00,2026-02-13T09:49:00,2026-02-13T09:49:00,2026-05-01T06:30:00,crm_salesforce
LED-22132,CON-21016,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,MQL,Prospect,57,919.68,0.1,k.bauer@technow.de,Aktiv,Linz,AT,2026-02-07T16:20:00,2026-02-14T21:39:00,2026-02-14T21:39:00,2026-05-01T06:30:00,crm_salesforce
LED-54743,CON-20232,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,Opportunity,SQL,68,302.35,0.52,k.bauer@technow.de,Neukunde,Berlin,DE,2026-02-05T10:27:00,2026-02-13T07:00:00,2026-02-13T07:00:00,2026-05-01T06:30:00,crm_salesforce
LED-35293,CON-20379,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,Prospect,Prospect,41,248.51,0.06,k.bauer@technow.de,VIP,Frankfurt,DE,2026-02-10T22:19:00,2026-02-14T18:44:00,2026-02-14T18:44:00,2026-05-01T06:30:00,crm_salesforce
LED-71773,CON-20087,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,Customer,Opportunity,88,250.4,0.84,k.bauer@technow.de,At Risk,Winterthur,CH,2026-02-01T13:54:00,2026-02-01T13:30:00,2026-02-01T13:30:00,2026-05-01T06:30:00,crm_salesforce
LED-39025,CON-21151,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,Customer,SQL,72,433.76,0.94,k.bauer@technow.de,Loyal,Düsseldorf,DE,2026-02-08T20:01:00,2026-02-08T12:57:00,2026-02-08T12:57:00,2026-05-01T06:30:00,crm_salesforce
LED-78361,CON-20506,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,Churned,Opportunity,100,449.84,0.02,k.bauer@technow.de,Neukunde,München,DE,2026-02-10T19:03:00,2026-02-12T07:06:00,2026-02-12T07:06:00,2026-05-01T06:30:00,crm_salesforce
LED-76595,CON-20576,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,Churned,Opportunity,98,1690.88,0.02,k.bauer@technow.de,Aktiv,Bonn,DE,2026-02-10T22:14:00,2026-02-10T07:27:00,2026-02-10T07:27:00,2026-05-01T06:30:00,crm_salesforce
LED-61399,CON-20102,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,Customer,SQL,77,367.08,0.98,k.bauer@technow.de,At Risk,Basel,CH,2026-02-11T18:28:00,2026-02-14T07:10:00,2026-02-14T07:10:00,2026-05-01T06:30:00,crm_salesforce
LED-45192,CON-20130,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,Opportunity,MQL,77,474.95,0.47,k.bauer@technow.de,Loyal,Dresden,DE,2026-02-10T21:08:00,2026-02-12T19:26:00,2026-02-12T19:26:00,2026-05-01T06:30:00,crm_salesforce
LED-67219,CON-20982,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,Customer,Opportunity,83,477.01,0.83,k.bauer@technow.de,Loyal,Stuttgart,DE,2026-02-08T11:11:00,2026-02-09T12:38:00,2026-02-09T12:38:00,2026-05-01T06:30:00,crm_salesforce
LED-33225,CON-21080,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,Customer,SQL,73,244.42,0.82,k.bauer@technow.de,Neukunde,Nürnberg,DE,2026-02-01T18:56:00,2026-02-05T18:43:00,2026-02-05T18:43:00,2026-05-01T06:30:00,crm_salesforce
LED-42900,CON-20681,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,Customer,Opportunity,79,881.24,0.98,k.bauer@technow.de,At Risk,Frankfurt,DE,2026-02-02T14:31:00,2026-02-06T17:50:00,2026-02-06T17:50:00,2026-05-01T06:30:00,crm_salesforce
LED-26117,CON-20162,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,Customer,SQL,93,728.26,1.0,k.bauer@technow.de,Churned,Münster,DE,2026-02-08T21:53:00,2026-02-14T10:06:00,2026-02-14T10:06:00,2026-05-01T06:30:00,crm_salesforce
LED-99908,CON-20716,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,Customer,Opportunity,84,336.53,0.84,k.bauer@technow.de,Loyal,Bern,CH,2026-02-04T18:10:00,2026-02-08T21:48:00,2026-02-08T21:48:00,2026-05-01T06:30:00,crm_salesforce
LED-85325,CON-20460,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,Customer,Opportunity,93,764.84,0.85,k.bauer@technow.de,Loyal,München,DE,2026-02-14T13:28:00,2026-02-15T07:15:00,2026-02-15T07:15:00,2026-05-01T06:30:00,crm_salesforce
LED-82084,CON-20318,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,Opportunity,SQL,63,323.2,0.48,k.bauer@technow.de,At Risk,Hannover,DE,2026-02-06T14:09:00,2026-02-14T20:50:00,2026-02-14T20:50:00,2026-05-01T06:30:00,crm_salesforce
LED-38087,CON-20431,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,Customer,SQL,68,1108.72,0.95,k.bauer@technow.de,VIP,Köln,DE,2026-02-11T18:01:00,2026-02-14T11:49:00,2026-02-14T11:49:00,2026-05-01T06:30:00,crm_salesforce
LED-87809,CON-21272,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,Churned,Customer,98,431.54,0.02,k.bauer@technow.de,Loyal,Linz,AT,2026-02-07T08:25:00,2026-02-07T11:57:00,2026-02-07T11:57:00,2026-05-01T06:30:00,crm_salesforce
LED-27577,CON-20158,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,Churned,Opportunity,88,252.14,0.02,k.bauer@technow.de,VIP,Stuttgart,DE,2026-02-14T16:46:00,2026-02-15T18:00:00,2026-02-15T18:00:00,2026-05-01T06:30:00,crm_salesforce
LED-89178,CON-20038,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,Customer,Opportunity,74,835.16,1.0,k.bauer@technow.de,Churned,Bern,CH,2026-02-10T21:44:00,2026-02-12T19:49:00,2026-02-12T19:49:00,2026-05-01T06:30:00,crm_salesforce
LED-59522,CON-20373,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,MQL,Prospect,42,438.85,0.12,k.bauer@technow.de,Neukunde,Bonn,DE,2026-02-04T09:32:00,2026-02-12T16:33:00,2026-02-12T16:33:00,2026-05-01T06:30:00,crm_salesforce
LED-40975,CON-20290,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,Prospect,Prospect,36,494.32,0.06,k.bauer@technow.de,Aktiv,Salzburg,AT,2026-02-02T08:53:00,2026-02-07T15:40:00,2026-02-07T15:40:00,2026-05-01T06:30:00,crm_salesforce
LED-66461,CON-20694,CMP-3011,Valentinstag – Kopfhörer & Wearables,Meta Ads,MQL,Prospect,41,349.49,0.1,k.bauer@technow.de,Neukunde,Wien,AT,2026-02-06T14:51:00,2026-02-14T14:22:00,2026-02-14T14:22:00,2026-05-01T06:30:00,crm_salesforce
LED-79547,CON-21194,CMP-3012,Cart Abandonment – Retargeting laufend,Email,Prospect,Prospect,41,575.94,0.05,j.fischer@technow.de,Neukunde,Berlin,DE,2025-08-06T22:13:00,2026-03-22T09:23:00,2026-03-22T09:23:00,2026-05-01T06:30:00,crm_salesforce
LED-88977,CON-21282,CMP-3012,Cart Abandonment – Retargeting laufend,Email,SQL,Prospect,48,475.99,0.29,j.fischer@technow.de,Aktiv,Salzburg,AT,2026-02-06T20:52:00,2026-02-26T11:32:00,2026-02-26T11:32:00,2026-05-01T06:30:00,crm_salesforce
LED-83539,CON-21026,CMP-3012,Cart Abandonment – Retargeting laufend,Email,Opportunity,SQL,69,1468.61,0.44,j.fischer@technow.de,Churned,Salzburg,AT,2025-06-17T12:35:00,2025-12-23T10:38:00,2025-12-23T10:38:00,2026-05-01T06:30:00,crm_salesforce
LED-34461,CON-21207,CMP-3012,Cart Abandonment – Retargeting laufend,Email,Prospect,Prospect,24,1038.53,0.05,j.fischer@technow.de,Aktiv,Innsbruck,AT,2025-12-09T16:18:00,2026-04-12T07:50:00,2026-04-12T07:50:00,2026-05-01T06:30:00,crm_salesforce
LED-38630,CON-20247,CMP-3012,Cart Abandonment – Retargeting laufend,Email,Opportunity,MQL,57,2557.16,0.41,j.fischer@technow.de,VIP,Graz,AT,2026-02-06T07:07:00,2026-04-17T18:04:00,2026-04-17T18:04:00,2026-05-01T06:30:00,crm_salesforce
LED-74732,CON-21275,CMP-3012,Cart Abandonment – Retargeting laufend,Email,SQL,Prospect,58,1062.93,0.27,j.fischer@technow.de,Aktiv,Köln,DE,2026-01-30T11:48:00,2026-02-16T21:48:00,2026-02-16T21:48:00,2026-05-01T06:30:00,crm_salesforce
LED-78861,CON-20675,CMP-3012,Cart Abandonment – Retargeting laufend,Email,Prospect,Prospect,22,1603.77,0.06,j.fischer@technow.de,Aktiv,Bonn,DE,2025-11-21T08:42:00,2026-03-14T15:41:00,2026-03-14T15:41:00,2026-05-01T06:30:00,crm_salesforce
LED-41707,CON-20935,CMP-3012,Cart Abandonment – Retargeting laufend,Email,Opportunity,MQL,71,1393.67,0.39,j.fischer@technow.de,At Risk,Nürnberg,DE,2026-04-13T08:36:00,2026-04-29T13:48:00,2026-04-29T13:48:00,2026-05-01T06:30:00,crm_salesforce
LED-85881,CON-21318,CMP-3012,Cart Abandonment – Retargeting laufend,Email,Customer,Opportunity,93,676.29,0.89,j.fischer@technow.de,Neukunde,Münster,DE,2025-09-14T14:53:00,2026-03-13T21:05:00,2026-03-13T21:05:00,2026-05-01T06:30:00,crm_salesforce
LED-89932,CON-20445,CMP-3012,Cart Abandonment – Retargeting laufend,Email,SQL,Prospect,60,1699.45,0.28,j.fischer@technow.de,At Risk,Hamburg,DE,2025-11-22T20:11:00,2026-03-08T07:55:00,2026-03-08T07:55:00,2026-05-01T06:30:00,crm_salesforce
LED-61599,CON-20185,CMP-3012,Cart Abandonment – Retargeting laufend,Email,MQL,Prospect,45,3007.27,0.11,j.fischer@technow.de,Loyal,Innsbruck,AT,2025-09-02T15:49:00,2025-09-24T11:19:00,2025-09-24T11:19:00,2026-05-01T06:30:00,crm_salesforce
LED-42176,CON-20584,CMP-3012,Cart Abandonment – Retargeting laufend,Email,Prospect,Prospect,32,3677.25,0.05,j.fischer@technow.de,Aktiv,Frankfurt,DE,2025-07-21T17:09:00,2026-02-17T17:16:00,2026-02-17T17:16:00,2026-05-01T06:30:00,crm_salesforce
LED-35855,CON-20926,CMP-3012,Cart Abandonment – Retargeting laufend,Email,Prospect,Prospect,37,381.46,0.05,j.fischer@technow.de,Aktiv,Düsseldorf,DE,2025-12-15T10:17:00,2025-12-30T17:29:00,2025-12-30T17:29:00,2026-05-01T06:30:00,crm_salesforce
LED-73356,CON-21047,CMP-3012,Cart Abandonment – Retargeting laufend,Email,Prospect,Prospect,38,388.78,0.04,j.fischer@technow.de,At Risk,Bern,CH,2026-03-11T10:15:00,2026-04-28T11:19:00,2026-04-28T11:19:00,2026-05-01T06:30:00,crm_salesforce
LED-73313,CON-20347,CMP-3012,Cart Abandonment – Retargeting laufend,Email,SQL,MQL,44,2821.72,0.23,j.fischer@technow.de,Aktiv,Bremen,DE,2025-10-04T20:58:00,2026-02-23T21:02:00,2026-02-23T21:02:00,2026-05-01T06:30:00,crm_salesforce
LED-80902,CON-21398,CMP-3012,Cart Abandonment – Retargeting laufend,Email,Customer,SQL,88,1298.38,1.0,j.fischer@technow.de,Aktiv,Mannheim,DE,2025-10-18T15:53:00,2026-04-10T19:22:00,2026-04-10T19:22:00,2026-05-01T06:30:00,crm_salesforce
LED-47886,CON-20646,CMP-3012,Cart Abandonment – Retargeting laufend,Email,SQL,Prospect,48,2597.29,0.25,j.fischer@technow.de,Aktiv,Hamburg,DE,2025-11-01T09:25:00,2026-04-28T10:53:00,2026-04-28T10:53:00,2026-05-01T06:30:00,crm_salesforce
